Postcode,Response,Error
3018,"[{""id"": 10965, ""description"": ""ALTONA VIC 3018""}, {""id"": 7046, ""description"": ""SEAHOLME VIC 3018""}]",
3019,"[{""id"": 11472, ""description"": ""BRAYBROOK VIC 3019""}, {""id"": 1403, ""description"": ""ROBINSON VIC 3019""}]",
3020,"[{""id"": 11067, ""description"": ""ALBION VIC 3020""}, {""id"": 16386, ""description"": ""GLENGALA VIC 3020""}, {""id"": 7790, ""description"": ""SUNSHINE VIC 3020""}, {""id"": 7827, ""description"": ""SUNSHINE NORTH VIC 3020""}, {""id"": 7861, ""description"": ""SUNSHINE WEST VIC 3020""}]",
3021,"[{""id"": 11118, ""description"": ""ALBANVALE VIC 3021""}, {""id"": 14167, ""description"": ""KEALBA VIC 3021""}, {""id"": 14370, ""description"": ""KINGS PARK VIC 3021""}, {""id"": 6502, ""description"": ""ST ALBANS VIC 3021""}]",
3022,"[{""id"": 11371, ""description"": ""ARDEER VIC 3022""}, {""id"": 9683, ""description"": ""DEER PARK EAST VIC 3022""}]",
3023,"[{""id"": 8905, ""description"": ""BURNSIDE VIC 3023""}, {""id"": 8909, ""description"": ""BURNSIDE HEIGHTS VIC 3023""}, {""id"": 9300, ""description"": ""CAIRNLEA VIC 3023""}, {""id"": 8318, ""description"": ""CAROLINE SPRINGS VIC 3023""}, {""id"": 9682, ""description"": ""DEER PARK VIC 3023""}, {""id"": 9684, ""description"": ""DEER PARK NORTH VIC 3023""}, {""id"": 1104, ""description"": ""RAVENHALL VIC 3023""}]",
3024,"[{""id"": 14757, ""description"": ""FIELDSTONE VIC 3024""}, {""id"": 2859, ""description"": ""MAMBOURIN VIC 3024""}, {""id"": 2918, ""description"": ""MANOR LAKES VIC 3024""}, {""id"": 3271, ""description"": ""MOUNT COTTRELL VIC 3024""}, {""id"": 5296, ""description"": ""WYNDHAM VALE VIC 3024""}]",
3025,"[{""id"": 10967, ""description"": ""ALTONA EAST VIC 3025""}, {""id"": 10968, ""description"": ""ALTONA GATE VIC 3025""}, {""id"": 10970, ""description"": ""ALTONA NORTH VIC 3025""}]",
3026,"[{""id"": 16560, ""description"": ""DERRIMUT VIC 3026""}, {""id"": 13947, ""description"": ""LAVERTON NORTH VIC 3026""}]",
3027,"[{""id"": 5788, ""description"": ""WILLIAMS LANDING VIC 3027""}]",
3028,"[{""id"": 10969, ""description"": ""ALTONA MEADOWS VIC 3028""}, {""id"": 13945, ""description"": ""LAVERTON VIC 3028""}, {""id"": 7031, ""description"": ""SEABROOK VIC 3028""}]",
3029,"[{""id"": 13310, ""description"": ""HOPPERS CROSSING VIC 3029""}, {""id"": 8088, ""description"": ""TARNEIT VIC 3029""}, {""id"": 4794, ""description"": ""TRUGANINA VIC 3029""}]",
3030,"[{""id"": 10052, ""description"": ""COCOROC VIC 3030""}, {""id"": 1938, ""description"": ""POINT COOK VIC 3030""}, {""id"": 1073, ""description"": ""QUANDONG VIC 3030""}, {""id"": 4499, ""description"": ""WERRIBEE VIC 3030""}, {""id"": 4500, ""description"": ""WERRIBEE SOUTH VIC 3030""}]",
3031,"[{""id"": 14824, ""description"": ""FLEMINGTON VIC 3031""}, {""id"": 14009, ""description"": ""KENSINGTON VIC 3031""}]",
3032,"[{""id"": 11179, ""description"": ""ASCOT VALE VIC 3032""}, {""id"": 13430, ""description"": ""HIGHPOINT CITY VIC 3032""}, {""id"": 2202, ""description"": ""MARIBYRNONG VIC 3032""}, {""id"": 4822, ""description"": ""TRAVANCORE VIC 3032""}]",
3033,"[{""id"": 14213, ""description"": ""KEILOR EAST VIC 3033""}]",
3034,"[{""id"": 11206, ""description"": ""AVONDALE HEIGHTS VIC 3034""}]",
3036,"[{""id"": 14211, ""description"": ""KEILOR VIC 3036""}, {""id"": 14215, ""description"": ""KEILOR NORTH VIC 3036""}]",
3037,"[{""id"": 9265, ""description"": ""CALDER PARK VIC 3037""}, {""id"": 9691, ""description"": ""DELAHEY VIC 3037""}, {""id"": 13393, ""description"": ""HILLSIDE VIC 3037""}, {""id"": 8185, ""description"": ""SYDENHAM VIC 3037""}, {""id"": 7428, ""description"": ""TAYLORS HILL VIC 3037""}]",
3038,"[{""id"": 14212, ""description"": ""KEILOR DOWNS VIC 3038""}, {""id"": 14214, ""description"": ""KEILOR LODGE VIC 3038""}, {""id"": 7429, ""description"": ""TAYLORS LAKES VIC 3038""}, {""id"": 4578, ""description"": ""WATERGARDENS VIC 3038""}]",
3039,"[{""id"": 4019, ""description"": ""MOONEE PONDS VIC 3039""}]",
3040,"[{""id"": 11048, ""description"": ""ABERFELDIE VIC 3040""}, {""id"": 14587, ""description"": ""ESSENDON VIC 3040""}, {""id"": 14569, ""description"": ""ESSENDON WEST VIC 3040""}]",
3041,"[{""id"": 9534, ""description"": ""CROSS KEYS VIC 3041""}, {""id"": 14586, ""description"": ""ESSENDON FIELDS VIC 3041""}, {""id"": 14585, ""description"": ""ESSENDON NORTH VIC 3041""}, {""id"": 8015, ""description"": ""STRATHMORE VIC 3041""}, {""id"": 8017, ""description"": ""STRATHMORE HEIGHTS VIC 3041""}]",
3042,"[{""id"": 11108, ""description"": ""AIRPORT WEST VIC 3042""}, {""id"": 14216, ""description"": ""KEILOR PARK VIC 3042""}, {""id"": 1019, ""description"": ""NIDDRIE VIC 3042""}, {""id"": 1020, ""description"": ""NIDDRIE NORTH VIC 3042""}]",
3043,"[{""id"": 16353, ""description"": ""GLADSTONE PARK VIC 3043""}, {""id"": 15647, ""description"": ""GOWANBRAE VIC 3043""}, {""id"": 4892, ""description"": ""TULLAMARINE VIC 3043""}]",
3044,"[{""id"": 1700, ""description"": ""PASCOE VALE VIC 3044""}, {""id"": 1701, ""description"": ""PASCOE VALE SOUTH VIC 3044""}]",
3045,"[{""id"": 2510, ""description"": ""MELBOURNE AIRPORT VIC 3045""}]",
3046,"[{""id"": 15670, ""description"": ""GLENROY VIC 3046""}, {""id"": 13108, ""description"": ""HADFIELD VIC 3046""}, {""id"": 30, ""description"": ""OAK PARK VIC 3046""}]",
3047,"[{""id"": 11845, ""description"": ""BROADMEADOWS VIC 3047""}, {""id"": 9732, ""description"": ""DALLAS VIC 3047""}, {""id"": 12533, ""description"": ""JACANA VIC 3047""}]",
3048,"[{""id"": 10248, ""description"": ""COOLAROO VIC 3048""}, {""id"": 2165, ""description"": ""MEADOW HEIGHTS VIC 3048""}]",
3049,"[{""id"": 11189, ""description"": ""ATTWOOD VIC 3049""}, {""id"": 5845, ""description"": ""WESTMEADOWS VIC 3049""}]",
3050,"[{""id"": 6782, ""description"": ""ROYAL MELBOURNE HOSPITAL VIC 3050""}]",
3051,"[{""id"": 13276, ""description"": ""HOTHAM HILL VIC 3051""}, {""id"": 860, ""description"": ""NORTH MELBOURNE VIC 3051""}]",
3052,"[{""id"": 2511, ""description"": ""MELBOURNE UNIVERSITY VIC 3052""}, {""id"": 1742, ""description"": ""PARKVILLE VIC 3052""}]",
3053,"[{""id"": 8493, ""description"": ""CARLTON VIC 3053""}, {""id"": 8497, ""description"": ""CARLTON SOUTH VIC 3053""}]",
3054,"[{""id"": 8495, ""description"": ""CARLTON NORTH VIC 3054""}, {""id"": 1192, ""description"": ""PRINCES HILL VIC 3054""}]",
3055,"[{""id"": 11766, ""description"": ""BRUNSWICK SOUTH VIC 3055""}, {""id"": 11767, ""description"": ""BRUNSWICK WEST VIC 3055""}, {""id"": 4020, ""description"": ""MOONEE VALE VIC 3055""}, {""id"": 4102, ""description"": ""MORELAND WEST VIC 3055""}]",
3056,"[{""id"": 11760, ""description"": ""BRUNSWICK VIC 3056""}, {""id"": 11764, ""description"": ""BRUNSWICK LOWER VIC 3056""}, {""id"": 11765, ""description"": ""BRUNSWICK NORTH VIC 3056""}]",
3057,"[{""id"": 11762, ""description"": ""BRUNSWICK EAST VIC 3057""}, {""id"": 7795, ""description"": ""SUMNER VIC 3057""}]",
3058,"[{""id"": 10862, ""description"": ""BATMAN VIC 3058""}, {""id"": 10034, ""description"": ""COBURG VIC 3058""}, {""id"": 10035, ""description"": ""COBURG NORTH VIC 3058""}, {""id"": 2584, ""description"": ""MERLYNSTON VIC 3058""}, {""id"": 4101, ""description"": ""MORELAND VIC 3058""}]",
3059,"[{""id"": 16008, ""description"": ""GREENVALE VIC 3059""}]",
3060,"[{""id"": 14970, ""description"": ""FAWKNER VIC 3060""}]",
3061,"[{""id"": 9156, ""description"": ""CAMPBELLFIELD VIC 3061""}]",
3062,"[{""id"": 6243, ""description"": ""SOMERTON VIC 3062""}]",
3063,"[{""id"": 99, ""description"": ""OAKLANDS JUNCTION VIC 3063""}, {""id"": 5515, ""description"": ""YUROKE VIC 3063""}]",
3064,"[{""id"": 9469, ""description"": ""CRAIGIEBURN VIC 3064""}, {""id"": 15227, ""description"": ""DONNYBROOK VIC 3064""}, {""id"": 12692, ""description"": ""KALKALLO VIC 3064""}, {""id"": 2361, ""description"": ""MICKLEHAM VIC 3064""}, {""id"": 6789, ""description"": ""ROXBURGH PARK VIC 3064""}]",
3065,"[{""id"": 14868, ""description"": ""FITZROY VIC 3065""}]",
3066,"[{""id"": 9856, ""description"": ""COLLINGWOOD VIC 3066""}, {""id"": 9858, ""description"": ""COLLINGWOOD NORTH VIC 3066""}]",
3067,"[{""id"": 11036, ""description"": ""ABBOTSFORD VIC 3067""}]",
3068,"[{""id"": 9993, ""description"": ""CLIFTON HILL VIC 3068""}, {""id"": 14873, ""description"": ""FITZROY NORTH VIC 3068""}]",
3070,"[{""id"": 155, ""description"": ""NORTHCOTE VIC 3070""}, {""id"": 156, ""description"": ""NORTHCOTE SOUTH VIC 3070""}]",
3071,"[{""id"": 7311, ""description"": ""THORNBURY VIC 3071""}]",
3072,"[{""id"": 16540, ""description"": ""GILBERTON VIC 3072""}, {""id"": 230, ""description"": ""NORTHLAND CENTRE VIC 3072""}, {""id"": 1170, ""description"": ""PRESTON VIC 3072""}, {""id"": 1175, ""description"": ""PRESTON LOWER VIC 3072""}, {""id"": 1177, ""description"": ""PRESTON SOUTH VIC 3072""}, {""id"": 1178, ""description"": ""PRESTON WEST VIC 3072""}, {""id"": 1523, ""description"": ""REGENT WEST VIC 3072""}]",
3073,"[{""id"": 1518, ""description"": ""RESERVOIR VIC 3073""}]",
3074,"[{""id"": 7366, ""description"": ""THOMASTOWN VIC 3074""}]",
3075,"[{""id"": 13534, ""description"": ""LALOR VIC 3075""}]",
3076,"[{""id"": 14508, ""description"": ""EPPING VIC 3076""}]",
3078,"[{""id"": 10893, ""description"": ""ALPHINGTON VIC 3078""}, {""id"": 14983, ""description"": ""FAIRFIELD VIC 3078""}]",
3079,"[{""id"": 12525, ""description"": ""IVANHOE VIC 3079""}, {""id"": 12526, ""description"": ""IVANHOE EAST VIC 3079""}, {""id"": 12527, ""description"": ""IVANHOE NORTH VIC 3079""}]",
3081,"[{""id"": 10701, ""description"": ""BELLFIELD VIC 3081""}, {""id"": 13011, ""description"": ""HEIDELBERG HEIGHTS VIC 3081""}, {""id"": 13012, ""description"": ""HEIDELBERG RGH VIC 3081""}, {""id"": 13013, ""description"": ""HEIDELBERG WEST VIC 3081""}]",
3082,"[{""id"": 2407, ""description"": ""MILL PARK VIC 3082""}]",
3083,"[{""id"": 9020, ""description"": ""BUNDOORA VIC 3083""}, {""id"": 14390, ""description"": ""KINGSBURY VIC 3083""}, {""id"": 13702, ""description"": ""LA TROBE UNIVERSITY VIC 3083""}]",
3084,"[{""id"": 10463, ""description"": ""BANYULE VIC 3084""}, {""id"": 15485, ""description"": ""EAGLEMONT VIC 3084""}, {""id"": 13010, ""description"": ""HEIDELBERG VIC 3084""}, {""id"": 6868, ""description"": ""ROSANNA VIC 3084""}, {""id"": 4965, ""description"": ""VIEWBANK VIC 3084""}]",
3085,"[{""id"": 2999, ""description"": ""MACLEOD VIC 3085""}, {""id"": 3001, ""description"": ""MACLEOD WEST VIC 3085""}, {""id"": 5601, ""description"": ""YALLAMBIE VIC 3085""}]",
3086,"[{""id"": 13703, ""description"": ""LA TROBE UNIVERSITY VIC 3086""}]",
3087,"[{""id"": 4535, ""description"": ""WATSONIA VIC 3087""}, {""id"": 4536, ""description"": ""WATSONIA NORTH VIC 3087""}]",
3088,"[{""id"": 11832, ""description"": ""BRIAR HILL VIC 3088""}, {""id"": 16039, ""description"": ""GREENSBOROUGH VIC 3088""}, {""id"": 6522, ""description"": ""ST HELENA VIC 3088""}]",
3089,"[{""id"": 15138, ""description"": ""DIAMOND CREEK VIC 3089""}]",
3090,"[{""id"": 2024, ""description"": ""PLENTY VIC 3090""}]",
3091,"[{""id"": 5642, ""description"": ""YARRAMBAT VIC 3091""}]",
3093,"[{""id"": 2616, ""description"": ""LOWER PLENTY VIC 3093""}]",
3094,"[{""id"": 3705, ""description"": ""MONTMORENCY VIC 3094""}]",
3095,"[{""id"": 14707, ""description"": ""ELTHAM VIC 3095""}, {""id"": 14708, ""description"": ""ELTHAM NORTH VIC 3095""}, {""id"": 1520, ""description"": ""RESEARCH VIC 3095""}]",
3096,"[{""id"": 4551, ""description"": ""WATTLE GLEN VIC 3096""}]",
3097,"[{""id"": 12061, ""description"": ""BEND OF ISLANDS VIC 3097""}, {""id"": 12797, ""description"": ""KANGAROO GROUND VIC 3097""}, {""id"": 4539, ""description"": ""WATSONS CREEK VIC 3097""}]",
3099,"[{""id"": 11165, ""description"": ""ARTHURS CREEK VIC 3099""}, {""id"": 10184, ""description"": ""COTTLES BRIDGE VIC 3099""}, {""id"": 12571, ""description"": ""HURSTBRIDGE VIC 3099""}, {""id"": 59, ""description"": ""NUTFIELD VIC 3099""}, {""id"": 8006, ""description"": ""STRATHEWEN VIC 3099""}]",
3101,"[{""id"": 10178, ""description"": ""COTHAM VIC 3101""}, {""id"": 13990, ""description"": ""KEW VIC 3101""}]",
3102,"[{""id"": 13991, ""description"": ""KEW EAST VIC 3102""}]",
3103,"[{""id"": 10399, ""description"": ""BALWYN VIC 3103""}, {""id"": 10400, ""description"": ""BALWYN EAST VIC 3103""}, {""id"": 9677, ""description"": ""DEEPDENE VIC 3103""}, {""id"": 7954, ""description"": ""STRADBROKE PARK VIC 3103""}]",
3104,"[{""id"": 10401, ""description"": ""BALWYN NORTH VIC 3104""}, {""id"": 15823, ""description"": ""GREYTHORN VIC 3104""}]",
3105,"[{""id"": 8991, ""description"": ""BULLEEN VIC 3105""}]",
3106,"[{""id"": 7400, ""description"": ""TEMPLESTOWE VIC 3106""}]",
3107,"[{""id"": 7401, ""description"": ""TEMPLESTOWE LOWER VIC 3107""}]",
3108,"[{""id"": 15219, ""description"": ""DONCASTER VIC 3108""}]",
3109,"[{""id"": 15220, ""description"": ""DONCASTER EAST VIC 3109""}, {""id"": 15221, ""description"": ""DONCASTER HEIGHTS VIC 3109""}]",
3111,"[{""id"": 15137, ""description"": ""DONVALE VIC 3111""}]",
3113,"[{""id"": 134, ""description"": ""NORTH WARRANDYTE VIC 3113""}, {""id"": 4252, ""description"": ""WARRANDYTE VIC 3113""}]",
3114,"[{""id"": 1720, ""description"": ""PARK ORCHARDS VIC 3114""}]",
3115,"[{""id"": 6058, ""description"": ""WONGA PARK VIC 3115""}]",
3116,"[{""id"": 8548, ""description"": ""CHIRNSIDE PARK VIC 3116""}]",
3121,"[{""id"": 8900, ""description"": ""BURNLEY VIC 3121""}, {""id"": 8901, ""description"": ""BURNLEY NORTH VIC 3121""}, {""id"": 9563, ""description"": ""CREMORNE VIC 3121""}, {""id"": 1423, ""description"": ""RICHMOND VIC 3121""}, {""id"": 1328, ""description"": ""RICHMOND EAST VIC 3121""}, {""id"": 1332, ""description"": ""RICHMOND NORTH VIC 3121""}, {""id"": 1334, ""description"": ""RICHMOND SOUTH VIC 3121""}]",
3122,"[{""id"": 11230, ""description"": ""AUBURN SOUTH VIC 3122""}, {""id"": 16395, ""description"": ""GLENFERRIE SOUTH VIC 3122""}, {""id"": 12946, ""description"": ""HAWTHORN VIC 3122""}, {""id"": 12949, ""description"": ""HAWTHORN NORTH VIC 3122""}, {""id"": 12950, ""description"": ""HAWTHORN WEST VIC 3122""}]",
3123,"[{""id"": 11228, ""description"": ""AUBURN VIC 3123""}, {""id"": 12948, ""description"": ""HAWTHORN EAST VIC 3123""}]",
3124,"[{""id"": 9110, ""description"": ""CAMBERWELL VIC 3124""}, {""id"": 9112, ""description"": ""CAMBERWELL NORTH VIC 3124""}, {""id"": 9113, ""description"": ""CAMBERWELL SOUTH VIC 3124""}, {""id"": 9114, ""description"": ""CAMBERWELL WEST VIC 3124""}, {""id"": 12975, ""description"": ""HARTWELL VIC 3124""}, {""id"": 2332, ""description"": ""MIDDLE CAMBERWELL VIC 3124""}]",
3125,"[{""id"": 12136, ""description"": ""BENNETTSWOOD VIC 3125""}, {""id"": 9219, ""description"": ""BURWOOD VIC 3125""}, {""id"": 7875, ""description"": ""SURREY HILLS SOUTH VIC 3125""}]",
3126,"[{""id"": 9111, ""description"": ""CAMBERWELL EAST VIC 3126""}, {""id"": 8451, ""description"": ""CANTERBURY VIC 3126""}]",
3127,"[{""id"": 3691, ""description"": ""MONT ALBERT VIC 3127""}, {""id"": 7873, ""description"": ""SURREY HILLS VIC 3127""}, {""id"": 7874, ""description"": ""SURREY HILLS NORTH VIC 3127""}]",
3128,"[{""id"": 11407, ""description"": ""BOX HILL VIC 3128""}, {""id"": 11408, ""description"": ""BOX HILL CENTRAL VIC 3128""}, {""id"": 11410, ""description"": ""BOX HILL SOUTH VIC 3128""}, {""id"": 13278, ""description"": ""HOUSTON VIC 3128""}, {""id"": 4592, ""description"": ""WATTLE PARK VIC 3128""}]",
3129,"[{""id"": 11409, ""description"": ""BOX HILL NORTH VIC 3129""}, {""id"": 13980, ""description"": ""KERRIMUIR VIC 3129""}, {""id"": 3692, ""description"": ""MONT ALBERT NORTH VIC 3129""}]",
3130,"[{""id"": 12313, ""description"": ""BLACKBURN VIC 3130""}, {""id"": 12314, ""description"": ""BLACKBURN NORTH VIC 3130""}, {""id"": 12315, ""description"": ""BLACKBURN SOUTH VIC 3130""}, {""id"": 13708, ""description"": ""LABURNUM VIC 3130""}]",
3131,"[{""id"": 11822, ""description"": ""BRENTFORD SQUARE VIC 3131""}, {""id"": 16177, ""description"": ""FOREST HILL VIC 3131""}, {""id"": 39, ""description"": ""NUNAWADING VIC 3131""}]",
3132,"[{""id"": 3828, ""description"": ""MITCHAM VIC 3132""}, {""id"": 3830, ""description"": ""MITCHAM NORTH VIC 3132""}, {""id"": 1152, ""description"": ""RANGEVIEW VIC 3132""}]",
3133,"[{""id"": 5131, ""description"": ""VERMONT VIC 3133""}, {""id"": 5132, ""description"": ""VERMONT SOUTH VIC 3133""}]",
3134,"[{""id"": 13063, ""description"": ""HEATHWOOD VIC 3134""}, {""id"": 1351, ""description"": ""RINGWOOD VIC 3134""}, {""id"": 1354, ""description"": ""RINGWOOD NORTH VIC 3134""}, {""id"": 4253, ""description"": ""WARRANDYTE SOUTH VIC 3134""}, {""id"": 4256, ""description"": ""WARRANWOOD VIC 3134""}]",
3135,"[{""id"": 10614, ""description"": ""BEDFORD ROAD VIC 3135""}, {""id"": 13060, ""description"": ""HEATHMONT VIC 3135""}, {""id"": 1353, ""description"": ""RINGWOOD EAST VIC 3135""}]",
3136,"[{""id"": 9366, ""description"": ""CROYDON VIC 3136""}, {""id"": 9369, ""description"": ""CROYDON HILLS VIC 3136""}, {""id"": 9370, ""description"": ""CROYDON NORTH VIC 3136""}, {""id"": 9373, ""description"": ""CROYDON SOUTH VIC 3136""}]",
3137,"[{""id"": 14065, ""description"": ""KILSYTH VIC 3137""}, {""id"": 14165, ""description"": ""KILSYTH SOUTH VIC 3137""}]",
3138,"[{""id"": 4090, ""description"": ""MOOROOLBARK VIC 3138""}]",
3139,"[{""id"": 10639, ""description"": ""BEENAK VIC 3139""}, {""id"": 15217, ""description"": ""DON VALLEY VIC 3139""}, {""id"": 13241, ""description"": ""HODDLES CREEK VIC 3139""}, {""id"": 13867, ""description"": ""LAUNCHING PLACE VIC 3139""}, {""id"": 7105, ""description"": ""SEVILLE VIC 3139""}, {""id"": 7106, ""description"": ""SEVILLE EAST VIC 3139""}, {""id"": 4388, ""description"": ""WANDIN EAST VIC 3139""}, {""id"": 4389, ""description"": ""WANDIN NORTH VIC 3139""}, {""id"": 5379, ""description"": ""WOORI YALLOCK VIC 3139""}, {""id"": 5486, ""description"": ""YELLINGBO VIC 3139""}]",
3140,"[{""id"": 13819, ""description"": ""LILYDALE VIC 3140""}]",
3141,"[{""id"": 6646, ""description"": ""SOUTH YARRA VIC 3141""}]",
3142,"[{""id"": 12942, ""description"": ""HAWKSBURN VIC 3142""}, {""id"": 7507, ""description"": ""TOORAK VIC 3142""}]",
3143,"[{""id"": 11329, ""description"": ""ARMADALE VIC 3143""}, {""id"": 11332, ""description"": ""ARMADALE NORTH VIC 3143""}]",
3144,"[{""id"": 14347, ""description"": ""KOOYONG VIC 3144""}, {""id"": 2854, ""description"": ""MALVERN VIC 3144""}, {""id"": 2857, ""description"": ""MALVERN NORTH VIC 3144""}]",
3145,"[{""id"": 8356, ""description"": ""CAULFIELD EAST VIC 3145""}, {""id"": 8723, ""description"": ""CENTRAL PARK VIC 3145""}, {""id"": 9785, ""description"": ""DARLING VIC 3145""}, {""id"": 9789, ""description"": ""DARLING SOUTH VIC 3145""}, {""id"": 2856, ""description"": ""MALVERN EAST VIC 3145""}, {""id"": 4632, ""description"": ""WATTLETREE ROAD PO VIC 3145""}]",
3146,"[{""id"": 16324, ""description"": ""GLEN IRIS VIC 3146""}, {""id"": 7514, ""description"": ""TOORONGA VIC 3146""}]",
3147,"[{""id"": 11182, ""description"": ""ASHBURTON VIC 3147""}, {""id"": 11156, ""description"": ""ASHWOOD VIC 3147""}]",
3148,"[{""id"": 8669, ""description"": ""CHADSTONE VIC 3148""}, {""id"": 8670, ""description"": ""CHADSTONE CENTRE VIC 3148""}, {""id"": 13201, ""description"": ""HOLMESGLEN VIC 3148""}, {""id"": 12878, ""description"": ""JORDANVILLE VIC 3148""}]",
3149,"[{""id"": 3189, ""description"": ""MOUNT WAVERLEY VIC 3149""}, {""id"": 1969, ""description"": ""PINEWOOD VIC 3149""}, {""id"": 8176, ""description"": ""SYNDAL VIC 3149""}]",
3150,"[{""id"": 11456, ""description"": ""BRANDON PARK VIC 3150""}, {""id"": 16402, ""description"": ""GLEN WAVERLEY VIC 3150""}, {""id"": 5939, ""description"": ""WHEELERS HILL VIC 3150""}]",
3151,"[{""id"": 9220, ""description"": ""BURWOOD EAST VIC 3151""}, {""id"": 9222, ""description"": ""BURWOOD HEIGHTS VIC 3151""}]",
3152,"[{""id"": 14359, ""description"": ""KNOX CITY CENTRE VIC 3152""}, {""id"": 7984, ""description"": ""STUDFIELD VIC 3152""}, {""id"": 4175, ""description"": ""WANTIRNA VIC 3152""}, {""id"": 4176, ""description"": ""WANTIRNA SOUTH VIC 3152""}]",
3153,"[{""id"": 10822, ""description"": ""BAYSWATER VIC 3153""}, {""id"": 10825, ""description"": ""BAYSWATER NORTH VIC 3153""}]",
3154,"[{""id"": 7375, ""description"": ""THE BASIN VIC 3154""}]",
3155,"[{""id"": 11600, ""description"": ""BORONIA VIC 3155""}]",
3156,"[{""id"": 14806, ""description"": ""FERNTREE GULLY VIC 3156""}, {""id"": 3019, ""description"": ""LYSTERFIELD VIC 3156""}, {""id"": 3020, ""description"": ""LYSTERFIELD SOUTH VIC 3156""}, {""id"": 3527, ""description"": ""MOUNTAIN GATE VIC 3156""}, {""id"": 4850, ""description"": ""UPPER FERNTREE GULLY VIC 3156""}]",
